countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate,LatePayment
897,3676-CQAIF,7/29/2013,4999718461,1/14/2013,2/13/2013,10.64,No,2/3/2013,Paper,20,0,0
818,7946-HJDUR,2/21/2012,5002957961,6/24/2012,7/24/2012,61.9,No,7/20/2012,Electronic,26,0,0
406,9117-LYRCE,7/5/2013,5004037531,5/27/2013,6/26/2013,48.73,No,7/5/2013,Paper,39,9,1
391,7841-HROAQ,9/15/2013,5007692123,7/3/2013,8/2/2013,63.03,Yes,8/10/2013,Paper,38,8,1
897,0688-XNJRO,6/24/2012,5010861294,2/19/2013,3/21/2013,25.38,No,3/21/2013,Electronic,30,0,0
818,7695-NKUXM,11/21/2012,5012738148,7/1/2013,7/31/2013,44.25,No,7/6/2013,Electronic,5,0,0
391,7329-TWKLF,11/20/2013,5016123354,1/27/2013,2/26/2013,94.38,No,2/16/2013,Paper,20,0,0
897,9286-VLKMI,2/13/2013,5018112852,1/9/2013,2/8/2013,52.9,No,1/12/2013,Paper,3,0,0
770,7228-LEPPM,4/30/2012,5023901716,1/21/2013,2/20/2013,89.96,Yes,3/13/2013,Electronic,51,21,1
897,9460-VAZGD,8/10/2013,5025374541,2/22/2012,3/23/2012,57.14,No,3/13/2012,Paper,20,0,0
406,4632-QZOKX,3/19/2013,5025604819,11/3/2012,12/3/2012,64.04,Yes,12/26/2012,Paper,53,23,1
770,9928-IJYBQ,3/18/2012,5029459580,7/10/2012,8/9/2012,34.63,No,8/3/2012,Electronic,24,0,0
770,9149-MATVB,4/30/2013,5031169107,11/8/2013,12/8/2013,34.65,No,11/25/2013,Electronic,17,0,0
391,9174-IYKOC,11/27/2012,5031980496,9/29/2012,10/29/2012,66.8,No,10/29/2012,Paper,30,0,0
770,2447-JCFGW,7/31/2012,5032711986,10/26/2013,11/25/2013,82.34,No,11/10/2013,Electronic,15,0,0
391,5920-DPXLN,11/11/2012,5040778858,10/2/2013,11/1/2013,53.12,No,10/23/2013,Electronic,21,0,0
406,6048-QPZCF,7/13/2012,5043434563,6/28/2013,7/28/2013,68.2,Yes,7/14/2013,Electronic,16,0,0
818,1604-LIFKX,3/16/2013,5046787811,5/31/2013,6/30/2013,77.66,No,7/5/2013,Electronic,35,5,1
770,6831-FIODB,5/8/2013,5047086979,6/5/2012,7/5/2012,71.5,Yes,8/4/2012,Paper,60,30,1
897,6391-GBFQJ,11/25/2013,5048564900,3/4/2013,4/3/2013,46.49,Yes,4/3/2013,Paper,30,0,0
391,0379-NEVHP,4/6/2013,5051186703,7/1/2012,7/31/2012,42.25,No,7/17/2012,Paper,16,0,0
897,1408-OQZUE,9/14/2012,5051542190,7/4/2012,8/3/2012,53.95,Yes,9/1/2012,Paper,59,29,1
770,9149-MATVB,4/30/2013,5069265898,7/15/2013,8/14/2013,46.53,No,8/5/2013,Electronic,21,0,0
391,5196-TWQXF,6/20/2012,5080141194,12/30/2012,1/29/2013,45.8,No,1/10/2013,Electronic,11,0,0
897,6296-UKEUZ,11/26/2012,5087638061,2/6/2013,3/8/2013,22,No,2/8/2013,Electronic,2,0,0
770,2687-XWAMA,4/3/2013,5104471628,8/8/2013,9/7/2013,62.58,No,8/19/2013,Electronic,11,0,0
897,8690-EEBEO,12/5/2012,5106033344,9/21/2013,10/21/2013,40.94,No,10/18/2013,Electronic,27,0,0
770,2447-JCFGW,7/31/2012,5112375133,8/22/2013,9/21/2013,37.25,No,9/17/2013,Electronic,26,0,0
818,7695-NKUXM,11/21/2012,5115237233,9/22/2013,10/22/2013,57.04,No,9/24/2013,Electronic,2,0,0
391,5196-TWQXF,6/20/2012,5118980474,11/8/2013,12/8/2013,69.22,No,11/21/2013,Electronic,13,0,0
391,2820-XGXSB,1/26/2012,5120935092,2/3/2012,3/4/2012,83.15,No,2/12/2012,Electronic,9,0,0
406,1447-YZKCL,8/10/2012,5126179664,5/17/2013,6/16/2013,58.35,No,6/8/2013,Electronic,22,0,0
818,8887-NCUZC,1/22/2013,5128563640,9/19/2013,10/19/2013,16.58,No,10/12/2013,Electronic,23,0,0
897,1408-OQZUE,9/14/2012,5129304908,9/23/2013,10/23/2013,40.66,No,11/5/2013,Electronic,43,13,1
391,6708-DPYTF,8/2/2012,5133177585,1/3/2012,2/2/2012,55.37,No,2/16/2012,Paper,44,14,1
391,6632-CGYHU,1/8/2013,5135727501,9/1/2013,10/1/2013,68.88,No,9/7/2013,Electronic,6,0,0
391,3569-VJWXS,4/9/2013,5137377854,5/7/2013,6/6/2013,50.63,No,5/21/2013,Electronic,14,0,0
818,8887-NCUZC,1/22/2013,5143348258,5/26/2013,6/25/2013,27.84,Yes,7/5/2013,Electronic,40,10,1
391,1080-NDGAE,9/28/2012,5144461624,11/13/2013,12/13/2013,101.93,Yes,12/16/2013,Electronic,33,3,1
770,3993-QUNVJ,12/31/2012,5153888748,8/14/2013,9/13/2013,54.2,No,8/26/2013,Electronic,12,0,0
391,1080-NDGAE,9/28/2012,5156029827,10/18/2012,11/17/2012,73.57,Yes,11/17/2012,Electronic,30,0,0
818,3568-JJMFW,1/9/2012,5157346968,9/6/2013,10/6/2013,45.02,No,9/12/2013,Electronic,6,0,0
406,3448-OWJOT,9/15/2012,5160746172,7/17/2013,8/16/2013,76.89,Yes,8/10/2013,Electronic,24,0,0
818,2824-HJQPP,9/4/2013,5181531445,2/29/2012,3/30/2012,60.86,No,3/28/2012,Paper,28,0,0
406,6833-ETVHD,4/30/2012,5190923189,3/28/2013,4/27/2013,60.25,No,4/15/2013,Electronic,18,0,0
897,8942-ERSWK,1/11/2013,5198527757,2/17/2012,3/18/2012,38.97,No,2/29/2012,Paper,12,0,0
770,2687-XWAMA,4/3/2013,5201178540,7/14/2012,8/13/2012,62.66,No,7/25/2012,Paper,11,0,0
818,9181-HEKGV,10/16/2013,5202032585,5/2/2012,6/1/2012,58.19,No,6/6/2012,Paper,35,5,1
818,2824-HJQPP,9/4/2013,5210865686,11/18/2012,12/18/2012,51.6,No,12/5/2012,Paper,17,0,0
818,2824-HJQPP,9/4/2013,5211032490,2/2/2012,3/3/2012,70.47,No,3/3/2012,Paper,30,0,0
818,3568-JJMFW,1/9/2012,5211667829,8/3/2013,9/2/2013,64.53,Yes,8/24/2013,Electronic,21,0,0
391,2676-DZINU,10/19/2012,5212915028,5/3/2012,6/2/2012,59.78,No,5/23/2012,Paper,20,0,0
391,7841-HROAQ,9/15/2013,5213055907,2/1/2012,3/2/2012,56.2,Yes,3/9/2012,Paper,37,7,1
897,7372-CESLR,1/11/2013,5215762025,1/10/2012,2/9/2012,47.75,No,2/3/2012,Paper,24,0,0
406,9322-YCTQO,4/6/2012,5216037175,4/13/2012,5/13/2012,83.24,No,5/23/2012,Electronic,40,10,1
391,0187-ERLSR,7/31/2013,5219455796,10/17/2013,11/16/2013,77.19,No,10/20/2013,Electronic,3,0,0
391,5529-TBPGK,8/9/2013,5221373409,8/16/2012,9/15/2012,59.21,No,9/23/2012,Paper,38,8,1
897,3271-YDPUJ,4/2/2013,5224697080,7/27/2012,8/26/2012,46.31,Yes,8/24/2012,Paper,28,0,0
897,6296-UKEUZ,11/26/2012,5225282488,9/7/2013,10/7/2013,61.24,No,9/8/2013,Electronic,1,0,0
770,9323-NDIOV,7/9/2012,5230964660,11/19/2012,12/19/2012,60.46,No,12/20/2012,Electronic,31,1,1
897,9286-VLKMI,2/13/2013,5231639672,1/31/2012,3/1/2012,73.32,No,2/4/2012,Paper,4,0,0
897,7372-CESLR,1/11/2013,5244938150,5/25/2012,6/24/2012,34.58,No,6/13/2012,Paper,19,0,0
406,3448-OWJOT,9/15/2012,5259704172,10/3/2013,11/2/2013,64.74,Yes,11/9/2013,Electronic,37,7,1
406,3448-OWJOT,9/15/2012,5267406931,1/30/2012,2/29/2012,85.22,Yes,3/11/2012,Paper,41,11,1
818,7946-HJDUR,2/21/2012,5274457788,9/1/2012,10/1/2012,60.57,No,9/27/2012,Electronic,26,0,0
897,0688-XNJRO,6/24/2012,5277730076,5/2/2013,6/1/2013,41.31,No,6/16/2013,Electronic,45,15,1
391,8820-BLYDZ,3/19/2013,5280781969,7/19/2012,8/18/2012,70.13,No,7/28/2012,Paper,9,0,0
391,6632-CGYHU,1/8/2013,5284159199,9/16/2013,10/16/2013,68.47,No,9/28/2013,Electronic,12,0,0
818,8102-ABPKQ,8/29/2013,5288556291,7/5/2013,8/4/2013,85.3,Yes,8/29/2013,Paper,55,25,1
818,8364-UWVLM,11/10/2012,5302225359,6/4/2013,7/4/2013,63.58,No,6/24/2013,Electronic,20,0,0
770,7228-LEPPM,4/30/2012,5307752603,1/23/2012,2/22/2012,87.1,No,3/8/2012,Paper,45,15,1
391,7329-TWKLF,11/20/2013,5308271793,7/6/2012,8/5/2012,73.84,No,8/1/2012,Paper,26,0,0
391,5920-DPXLN,11/11/2012,5315380309,10/23/2013,11/22/2013,61.19,No,11/5/2013,Electronic,13,0,0
391,8820-BLYDZ,3/19/2013,5318528972,5/28/2012,6/27/2012,95.99,No,6/12/2012,Paper,15,0,0
770,2687-XWAMA,4/3/2013,5320556174,10/15/2012,11/14/2012,57.88,No,10/20/2012,Paper,5,0,0
406,4632-QZOKX,3/19/2013,5338397427,1/12/2013,2/11/2013,65.61,Yes,2/20/2013,Paper,39,9,1
406,9322-YCTQO,4/6/2012,5345209605,5/22/2013,6/21/2013,98.35,No,6/25/2013,Electronic,34,4,1
391,1080-NDGAE,9/28/2012,5348963302,4/27/2012,5/27/2012,96.6,No,5/22/2012,Paper,25,0,0
406,7600-OISKG,7/19/2013,5352209758,8/25/2013,9/24/2013,60.57,Yes,9/14/2013,Electronic,20,0,0
818,5148-SYKLB,8/28/2013,5353996897,6/11/2013,7/11/2013,84.15,Yes,7/23/2013,Paper,42,12,1
391,3569-VJWXS,4/9/2013,5358292729,4/3/2012,5/3/2012,65.75,No,4/30/2012,Paper,27,0,0
406,6048-QPZCF,7/13/2012,5359595729,6/6/2012,7/6/2012,96.48,No,6/12/2012,Paper,6,0,0
818,9181-HEKGV,10/16/2013,5364802553,12/30/2012,1/29/2013,87,Yes,3/4/2013,Paper,64,34,1
770,6831-FIODB,5/8/2013,5365850526,2/16/2012,3/17/2012,57.07,No,3/16/2012,Paper,29,0,0
897,3676-CQAIF,7/29/2013,5367243443,6/1/2012,7/1/2012,53.81,Yes,7/20/2012,Paper,49,19,1
391,2125-HJDLA,5/22/2012,5370094352,2/13/2012,3/14/2012,24.25,No,3/29/2012,Paper,45,15,1
391,6160-HCSFI,1/10/2013,5375281177,11/26/2013,12/26/2013,80.85,No,12/7/2013,Electronic,11,0,0
391,5196-TWQXF,6/20/2012,5376212799,2/3/2013,3/5/2013,65.47,No,2/25/2013,Electronic,22,0,0
406,0783-PEPYR,11/27/2013,5378812305,9/18/2013,10/18/2013,58.58,No,10/19/2013,Paper,31,1,1
406,6833-ETVHD,4/30/2012,5390563017,8/12/2013,9/11/2013,62.4,No,9/6/2013,Electronic,25,0,0
818,1604-LIFKX,3/16/2013,5395803659,10/18/2013,11/17/2013,51.64,No,11/27/2013,Electronic,40,10,1
406,9117-LYRCE,7/5/2013,5400778193,9/25/2012,10/25/2012,37.19,No,11/1/2012,Paper,37,7,1
406,4092-ZAVRG,5/19/2012,5404048854,8/7/2013,9/6/2013,73.08,No,8/8/2013,Electronic,1,0,0
770,0465-DTULQ,3/4/2013,5406697446,6/16/2012,7/16/2012,39.87,Yes,8/3/2012,Paper,48,18,1
897,9883-SDWFS,7/8/2013,5408072058,4/27/2013,5/27/2013,42.86,Yes,6/18/2013,Paper,52,22,1
406,3448-OWJOT,9/15/2012,5411405629,9/30/2013,10/30/2013,73.99,Yes,10/27/2013,Electronic,27,0,0
770,5592-UQXSS,12/31/2012,5417879278,4/7/2012,5/7/2012,37.08,Yes,5/12/2012,Paper,35,5,1
897,8690-EEBEO,12/5/2012,5419865968,8/11/2013,9/10/2013,62.83,No,9/7/2013,Electronic,27,0,0
770,5592-UQXSS,12/31/2012,5420077969,6/5/2013,7/5/2013,34.36,No,6/21/2013,Electronic,16,0,0
391,6708-DPYTF,8/2/2012,5423618299,3/20/2013,4/19/2013,81.59,No,4/28/2013,Electronic,39,9,1
391,7329-TWKLF,11/20/2013,5433217651,10/21/2013,11/20/2013,78.59,No,11/13/2013,Paper,23,0,0
770,0625-TNJFG,8/15/2013,5437619752,7/5/2013,8/4/2013,69.85,No,8/6/2013,Paper,32,2,1
406,9322-YCTQO,4/6/2012,5439908314,5/17/2013,6/16/2013,70.98,No,6/23/2013,Electronic,37,7,1
406,4640-FGEJI,4/4/2013,5445841992,10/21/2013,11/20/2013,97.42,No,11/14/2013,Electronic,24,0,0
406,0783-PEPYR,11/27/2013,5446180510,4/29/2012,5/29/2012,50.55,Yes,6/11/2012,Paper,43,13,1
391,8156-PCYBM,3/3/2012,5453381490,6/10/2013,7/10/2013,62.64,No,7/14/2013,Electronic,34,4,1
770,7260-ZHAKS,6/17/2012,5454474839,8/30/2012,9/29/2012,100.51,No,9/26/2012,Electronic,27,0,0
391,2820-XGXSB,1/26/2012,5458519467,5/2/2012,6/1/2012,73.62,No,5/7/2012,Electronic,5,0,0
391,8820-BLYDZ,3/19/2013,5464873037,8/28/2013,9/27/2013,98.83,No,8/31/2013,Electronic,3,0,0
406,8389-TCXFQ,8/24/2012,5471402464,1/9/2013,2/8/2013,51.2,No,1/24/2013,Electronic,15,0,0
406,4651-PMEXQ,7/4/2012,5473678800,9/5/2013,10/5/2013,70.29,No,9/28/2013,Electronic,23,0,0
406,6833-ETVHD,4/30/2012,5480294344,10/1/2012,10/31/2012,74.56,No,10/20/2012,Electronic,19,0,0
770,3831-FXWYK,3/8/2013,5485299924,11/2/2012,12/2/2012,74.47,No,12/17/2012,Paper,45,15,1
406,9725-EZTEJ,3/17/2012,5493577724,5/25/2013,6/24/2013,109.81,Yes,6/18/2013,Electronic,24,0,0
406,5573-KSOIA,9/30/2013,5506147573,10/2/2013,11/1/2013,84.31,No,10/26/2013,Electronic,24,0,0
406,9771-QTLGZ,12/10/2012,5508245592,2/28/2013,3/30/2013,48.87,Yes,3/9/2013,Electronic,9,0,0
770,7758-WKLVM,2/6/2012,5510823569,4/11/2012,5/11/2012,30.06,No,5/17/2012,Electronic,36,6,1
770,7260-ZHAKS,6/17/2012,5516916159,1/23/2013,2/22/2013,83.32,No,2/6/2013,Electronic,14,0,0
770,0465-DTULQ,3/4/2013,5519301828,1/30/2012,2/29/2012,59.34,Yes,3/21/2012,Paper,51,21,1
406,4640-FGEJI,4/4/2013,5531824498,11/6/2012,12/6/2012,95.58,No,12/6/2012,Paper,30,0,0
391,8156-PCYBM,3/3/2012,5535719066,11/25/2012,12/25/2012,46,No,12/20/2012,Electronic,25,0,0
406,1447-YZKCL,8/10/2012,5536234391,11/1/2012,12/1/2012,61.2,No,12/10/2012,Electronic,39,9,1
391,1080-NDGAE,9/28/2012,5536610902,6/29/2013,7/29/2013,89.97,Yes,8/1/2013,Electronic,33,3,1
770,0625-TNJFG,8/15/2013,5539674578,11/5/2013,12/5/2013,44.4,No,12/2/2013,Electronic,27,0,0
818,5924-UOPGH,6/6/2013,5551365805,9/22/2012,10/22/2012,96.58,No,10/7/2012,Paper,15,0,0
406,0783-PEPYR,11/27/2013,5554040283,2/17/2013,3/19/2013,59.36,No,3/30/2013,Paper,41,11,1
818,6627-ELFBK,11/26/2012,5554804891,8/21/2013,9/20/2013,77.24,No,9/9/2013,Electronic,19,0,0
406,0783-PEPYR,11/27/2013,5564408624,8/22/2013,9/21/2013,50.69,Yes,10/5/2013,Paper,44,14,1
406,7938-EVASK,12/15/2012,5570997637,1/19/2012,2/18/2012,43.77,No,2/29/2012,Paper,41,11,1
406,4092-ZAVRG,5/19/2012,5584045928,8/25/2012,9/24/2012,72.2,No,8/28/2012,Electronic,3,0,0
818,3271-HYHDN,4/28/2013,5584805665,7/23/2013,8/22/2013,71.02,No,7/23/2013,Electronic,0,0,0
818,5924-UOPGH,6/6/2013,5589625888,2/10/2013,3/12/2013,61.46,No,3/2/2013,Paper,20,0,0
391,7841-HROAQ,9/15/2013,5591470956,8/25/2012,9/24/2012,72.94,No,9/25/2012,Paper,31,1,1
406,6833-ETVHD,4/30/2012,5600044644,1/7/2013,2/6/2013,67.51,No,1/22/2013,Electronic,15,0,0
391,2423-QOKIO,5/11/2013,5600941018,1/27/2012,2/26/2012,53.73,No,3/5/2012,Paper,38,8,1
818,5924-UOPGH,6/6/2013,5601820333,9/25/2013,10/25/2013,76.69,No,10/9/2013,Electronic,14,0,0
818,6004-KITZM,9/1/2013,5606369890,2/23/2013,3/25/2013,70.9,No,3/15/2013,Paper,20,0,0
818,7695-NKUXM,11/21/2012,5609216425,11/16/2012,12/16/2012,69.4,No,11/29/2012,Paper,13,0,0
818,5613-UHVMG,5/31/2012,5612029362,2/7/2013,3/9/2013,72.82,Yes,4/1/2013,Electronic,53,23,1
406,6833-ETVHD,4/30/2012,5614207522,1/24/2013,2/23/2013,59.25,No,2/11/2013,Electronic,18,0,0
406,6048-QPZCF,7/13/2012,5616666227,5/16/2013,6/15/2013,92.96,No,5/22/2013,Electronic,6,0,0
818,7946-HJDUR,2/21/2012,5619336586,6/3/2013,7/3/2013,75.07,No,6/30/2013,Electronic,27,0,0
770,7758-WKLVM,2/6/2012,5627371581,5/28/2012,6/27/2012,55.22,No,6/25/2012,Electronic,28,0,0
897,0688-XNJRO,6/24/2012,5633925313,4/12/2013,5/12/2013,34.75,No,6/4/2013,Electronic,53,23,1
391,9174-IYKOC,11/27/2012,5636675950,3/21/2012,4/20/2012,68.81,Yes,5/12/2012,Paper,52,22,1
770,7050-KQLDO,9/29/2012,5636946317,4/7/2013,5/7/2013,57.24,No,4/30/2013,Electronic,23,0,0
770,9323-NDIOV,7/9/2012,5641290183,12/9/2012,1/8/2013,54.49,No,1/7/2013,Electronic,29,0,0
818,6004-KITZM,9/1/2013,5652779440,11/20/2012,12/20/2012,64.27,No,12/7/2012,Paper,17,0,0
897,6391-GBFQJ,11/25/2013,5663633073,3/28/2013,4/27/2013,7.33,No,4/21/2013,Paper,24,0,0
406,4640-FGEJI,4/4/2013,5666197272,9/1/2013,10/1/2013,42.37,No,9/24/2013,Electronic,23,0,0
391,6160-HCSFI,1/10/2013,5667168406,6/4/2013,7/4/2013,68.97,No,6/20/2013,Electronic,16,0,0
770,9149-MATVB,4/30/2013,5669083173,7/2/2013,8/1/2013,36.26,No,7/25/2013,Electronic,23,0,0
770,4460-ZXNDN,6/27/2013,5670127659,10/1/2012,10/31/2012,59.6,Yes,11/3/2012,Paper,33,3,1
770,0706-NRGUP,4/9/2013,5671103218,12/5/2012,1/4/2013,25.78,No,12/30/2012,Paper,25,0,0
818,1604-LIFKX,3/16/2013,5672264098,12/22/2012,1/21/2013,52.62,No,2/5/2013,Paper,45,15,1
897,3271-YDPUJ,4/2/2013,5689526714,1/21/2013,2/20/2013,64.44,Yes,2/22/2013,Paper,32,2,1
391,6160-HCSFI,1/10/2013,5709007782,2/2/2013,3/4/2013,85.52,No,2/23/2013,Electronic,21,0,0
818,7946-HJDUR,2/21/2012,5713630505,8/19/2013,9/18/2013,51.94,No,9/20/2013,Electronic,32,2,1
818,1604-LIFKX,3/16/2013,5715617144,6/28/2012,7/28/2012,59.91,No,8/11/2012,Paper,44,14,1
406,2621-XCLEH,9/24/2012,5722625204,3/23/2012,4/22/2012,89.05,No,5/14/2012,Paper,52,22,1
406,6833-ETVHD,4/30/2012,5728598959,10/17/2013,11/16/2013,71.7,No,11/6/2013,Electronic,20,0,0
391,6632-CGYHU,1/8/2013,5732190469,8/7/2013,9/6/2013,70.51,No,8/18/2013,Electronic,11,0,0
406,1447-YZKCL,8/10/2012,5732886455,9/13/2012,10/13/2012,55.14,No,10/13/2012,Electronic,30,0,0
770,6077-FDQRK,9/11/2012,5734148846,8/15/2013,9/14/2013,58.36,No,8/27/2013,Electronic,12,0,0
391,7209-MDWKR,10/9/2013,5743371067,10/4/2012,11/3/2012,55.88,No,11/14/2012,Paper,41,11,1
406,4640-FGEJI,4/4/2013,5747215345,7/5/2012,8/4/2012,66.54,Yes,8/13/2012,Paper,39,9,1
406,1447-YZKCL,8/10/2012,5750325838,11/16/2013,12/16/2013,77.33,No,12/17/2013,Electronic,31,1,1
406,4651-PMEXQ,7/4/2012,5753468265,7/1/2012,7/31/2012,94.97,No,8/2/2012,Paper,32,2,1
391,0187-ERLSR,7/31/2013,5759027335,11/11/2013,12/11/2013,83.18,Yes,11/24/2013,Electronic,13,0,0
406,9725-EZTEJ,3/17/2012,5759152857,4/22/2012,5/22/2012,72.32,Yes,6/5/2012,Electronic,44,14,1
897,9286-VLKMI,2/13/2013,5759365584,2/13/2013,3/15/2013,51.43,No,2/18/2013,Paper,5,0,0
897,3676-CQAIF,7/29/2013,5769308033,6/10/2012,7/10/2012,35.32,Yes,7/28/2012,Paper,48,18,1
406,4092-ZAVRG,5/19/2012,5769746861,6/27/2012,7/27/2012,73.09,No,6/30/2012,Electronic,3,0,0
818,3568-JJMFW,1/9/2012,5770867325,4/21/2012,5/21/2012,63.97,No,5/3/2012,Electronic,12,0,0
406,0783-PEPYR,11/27/2013,5777629589,9/2/2012,10/2/2012,57.26,No,10/9/2012,Paper,37,7,1
770,0625-TNJFG,8/15/2013,5779088948,11/19/2012,12/19/2012,62.84,No,12/13/2012,Paper,24,0,0
391,9212-BTDMX,4/22/2012,5783904084,7/15/2012,8/14/2012,24.91,No,7/28/2012,Electronic,13,0,0
391,0379-NEVHP,4/6/2013,5786890759,1/9/2013,2/8/2013,34.41,No,1/27/2013,Paper,18,0,0
770,2687-XWAMA,4/3/2013,5792413329,6/26/2012,7/26/2012,47.64,No,7/10/2012,Paper,14,0,0
770,2026-XLBER,11/12/2012,5796159925,9/8/2013,10/8/2013,55.16,No,9/17/2013,Electronic,9,0,0
406,5284-DJOZO,9/11/2012,5802848218,12/14/2012,1/13/2013,82.19,No,12/18/2012,Electronic,4,0,0
897,8942-ERSWK,1/11/2013,5804051179,11/17/2012,12/17/2012,29.41,No,12/3/2012,Paper,16,0,0
897,1408-OQZUE,9/14/2012,5822411556,12/12/2012,1/11/2013,64.29,Yes,1/27/2013,Electronic,46,16,1
391,6708-DPYTF,8/2/2012,5826992356,10/3/2013,11/2/2013,105.25,No,11/3/2013,Electronic,31,1,1
770,2687-XWAMA,4/3/2013,5831823402,1/21/2012,2/20/2012,32.78,No,2/2/2012,Paper,12,0,0
770,0625-TNJFG,8/15/2013,5833648536,7/13/2013,8/12/2013,81.63,No,8/4/2013,Paper,22,0,0
406,2621-XCLEH,9/24/2012,5834509499,3/2/2012,4/1/2012,67.51,No,4/28/2012,Paper,57,27,1
770,3831-FXWYK,3/8/2013,5834961407,8/9/2012,9/8/2012,73.9,No,9/10/2012,Paper,32,2,1
406,6833-ETVHD,4/30/2012,5844695758,1/10/2012,2/9/2012,71.66,No,2/10/2012,Paper,31,1,1
770,9149-MATVB,4/30/2013,5851010658,4/1/2012,5/1/2012,56.1,No,4/30/2012,Paper,29,0,0
770,0625-TNJFG,8/15/2013,5853943614,2/24/2012,3/25/2012,62.39,No,3/25/2012,Paper,30,0,0
770,3831-FXWYK,3/8/2013,5854224600,9/2/2013,10/2/2013,56.31,No,9/27/2013,Electronic,25,0,0
897,3271-YDPUJ,4/2/2013,5861341441,1/18/2013,2/17/2013,44.79,Yes,2/24/2013,Paper,37,7,1
897,9250-VHLWY,6/3/2013,5863004374,1/9/2013,2/8/2013,52.53,No,2/11/2013,Paper,33,3,1
391,5196-TWQXF,6/20/2012,5865149984,5/26/2013,6/25/2013,55.1,No,6/16/2013,Electronic,21,0,0
770,7050-KQLDO,9/29/2012,5865665884,1/28/2012,2/27/2012,64.89,No,2/16/2012,Paper,19,0,0
770,7758-WKLVM,2/6/2012,5865860062,3/19/2012,4/18/2012,48.42,Yes,5/9/2012,Electronic,51,21,1
770,2687-XWAMA,4/3/2013,5866198434,5/13/2012,6/12/2012,56.25,No,5/23/2012,Paper,10,0,0
391,7209-MDWKR,10/9/2013,5866933192,7/14/2013,8/13/2013,62.32,No,8/19/2013,Paper,36,6,1
897,0688-XNJRO,6/24/2012,5868117840,7/5/2012,8/4/2012,24.42,No,8/15/2012,Electronic,41,11,1
897,3271-YDPUJ,4/2/2013,5870483009,8/24/2012,9/23/2012,23.08,No,9/13/2012,Paper,20,0,0
391,6632-CGYHU,1/8/2013,5872970998,5/29/2013,6/28/2013,85.89,No,6/6/2013,Electronic,8,0,0
770,9149-MATVB,4/30/2013,5876175760,6/5/2012,7/5/2012,64.06,No,7/13/2012,Paper,38,8,1
818,8102-ABPKQ,8/29/2013,5882624218,3/17/2013,4/16/2013,76.85,Yes,5/3/2013,Paper,47,17,1
406,1447-YZKCL,8/10/2012,5893003141,5/25/2012,6/24/2012,71.36,No,6/26/2012,Paper,32,2,1
391,9174-IYKOC,11/27/2012,5895996518,7/9/2013,8/8/2013,65.39,No,8/2/2013,Electronic,24,0,0
818,3568-JJMFW,1/9/2012,5896450110,12/30/2012,1/29/2013,56.93,Yes,1/17/2013,Electronic,18,0,0
391,6708-DPYTF,8/2/2012,5897876193,7/4/2012,8/3/2012,76.81,No,8/16/2012,Paper,43,13,1
406,7938-EVASK,12/15/2012,5900977077,5/4/2013,6/3/2013,65.79,No,5/28/2013,Electronic,24,0,0
406,3448-OWJOT,9/15/2012,5902046936,2/19/2012,3/20/2012,74.94,Yes,3/28/2012,Paper,38,8,1
391,9174-IYKOC,11/27/2012,5905976017,3/19/2013,4/18/2013,57.46,No,4/6/2013,Electronic,18,0,0
770,3831-FXWYK,3/8/2013,5908935254,3/25/2013,4/24/2013,85.86,No,4/27/2013,Electronic,33,3,1
897,9250-VHLWY,6/3/2013,5915326736,4/16/2012,5/16/2012,49.7,No,5/8/2012,Paper,22,0,0
391,7209-MDWKR,10/9/2013,5916379112,1/21/2012,2/20/2012,81.9,No,2/16/2012,Paper,26,0,0
406,9322-YCTQO,4/6/2012,5920658489,10/30/2013,11/29/2013,91.32,No,11/25/2013,Electronic,26,0,0
818,1604-LIFKX,3/16/2013,5928070131,1/3/2012,2/2/2012,97.6,No,2/25/2012,Paper,53,23,1
897,1168-BEASA,11/6/2013,5934744260,8/18/2013,9/17/2013,58.68,No,9/12/2013,Paper,25,0,0
897,6177-VTITE,10/26/2012,5937906260,6/30/2013,7/30/2013,21.89,No,7/14/2013,Electronic,14,0,0
406,9758-AIEIK,4/23/2012,5939094178,2/13/2012,3/14/2012,55.42,No,3/3/2012,Paper,19,0,0
391,2423-QOKIO,5/11/2013,5939164853,7/9/2012,8/8/2012,70.43,No,8/16/2012,Paper,38,8,1
818,8887-NCUZC,1/22/2013,5945158356,6/11/2013,7/11/2013,53.19,No,7/9/2013,Electronic,28,0,0
770,5592-UQXSS,12/31/2012,5949242829,11/6/2013,12/6/2013,44.87,Yes,12/11/2013,Electronic,35,5,1
770,3831-FXWYK,3/8/2013,5950285853,1/5/2013,2/4/2013,63.12,Yes,2/18/2013,Paper,44,14,1
391,5196-TWQXF,6/20/2012,5955530230,5/13/2013,6/12/2013,16.57,No,6/4/2013,Electronic,22,0,0
770,3831-FXWYK,3/8/2013,5959305622,11/18/2013,12/18/2013,78.37,No,12/15/2013,Electronic,27,0,0
897,0688-XNJRO,6/24/2012,5963438295,7/16/2013,8/15/2013,25.79,No,8/23/2013,Electronic,38,8,1
897,8690-EEBEO,12/5/2012,5972339733,8/19/2012,9/18/2012,59.4,No,9/23/2012,Paper,35,5,1
406,8976-AMJEO,3/3/2012,5978287436,5/23/2013,6/22/2013,39.6,No,6/18/2013,Electronic,26,0,0
